phase,cell_id,utilization,exact_e0,taskset_id,relation,task_id,priority_rank,complete_solver_status,local_solver_status,complete_certification_status,local_certification_status,complete_candidate,local_candidate,response_relation,response_reduction,strict_response,local_only_candidate,certification_gain,diagnostic_status,strict_envelope_count,local_only_closure_count
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,1,1,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,5,5,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,2,2,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,17,17,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,3,3,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,5,5,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,4,4,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,53,53,EQUAL,0,False,False,False,TRACED_COMPLETE,28,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,5,5,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,23,23,EQUAL,0,False,False,False,TRACED_COMPLETE,3,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,6,6,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,39,39,EQUAL,0,False,False,False,TRACED_COMPLETE,28,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,7,7,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,37,37,EQUAL,0,False,False,False,TRACED_COMPLETE,28,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,8,8,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,79,79,EQUAL,0,False,False,False,TRACED_COMPLETE,59,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,DEADLINE_CARRY_IN,9,9,NO_CANDIDATE,NO_CANDIDATE,NOT_CERTIFIED,NOT_CERTIFIED,,,NO_COMMON_CANDIDATE,,False,False,False,TRACED_COMPLETE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,FIXED_CW_CARRY_IN,0,0,CANDIDATE_FOUND,NOT_APPLICABLE_DEPENDENCY,PROVISIONAL_NOT_CERTIFIED,NOT_APPLICABLE,5,,UNAVAILABLE,,False,False,False,SKIPPED_UNCERTIFIED_FIXED_CW_SOURCE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,FIXED_CW_CARRY_IN,1,1,CANDIDATE_FOUND,NOT_APPLICABLE_DEPENDENCY,PROVISIONAL_NOT_CERTIFIED,NOT_APPLICABLE,5,,UNAVAILABLE,,False,False,False,SKIPPED_UNCERTIFIED_FIXED_CW_SOURCE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,FIXED_CW_CARRY_IN,2,2,CANDIDATE_FOUND,NOT_APPLICABLE_DEPENDENCY,PROVISIONAL_NOT_CERTIFIED,NOT_APPLICABLE,17,,UNAVAILABLE,,False,False,False,SKIPPED_UNCERTIFIED_FIXED_CW_SOURCE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,FIXED_CW_CARRY_IN,3,3,CANDIDATE_FOUND,NOT_APPLICABLE_DEPENDENCY,PROVISIONAL_NOT_CERTIFIED,NOT_APPLICABLE,5,,UNAVAILABLE,,False,False,False,SKIPPED_UNCERTIFIED_FIXED_CW_SOURCE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,FIXED_CW_CARRY_IN,4,4,CANDIDATE_FOUND,NOT_APPLICABLE_DEPENDENCY,PROVISIONAL_NOT_CERTIFIED,NOT_APPLICABLE,53,,UNAVAILABLE,,False,False,False,SKIPPED_UNCERTIFIED_FIXED_CW_SOURCE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,FIXED_CW_CARRY_IN,5,5,CANDIDATE_FOUND,NOT_APPLICABLE_DEPENDENCY,PROVISIONAL_NOT_CERTIFIED,NOT_APPLICABLE,20,,UNAVAILABLE,,False,False,False,SKIPPED_UNCERTIFIED_FIXED_CW_SOURCE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,FIXED_CW_CARRY_IN,6,6,CANDIDATE_FOUND,NOT_APPLICABLE_DEPENDENCY,PROVISIONAL_NOT_CERTIFIED,NOT_APPLICABLE,32,,UNAVAILABLE,,False,False,False,SKIPPED_UNCERTIFIED_FIXED_CW_SOURCE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,FIXED_CW_CARRY_IN,7,7,CANDIDATE_FOUND,NOT_APPLICABLE_DEPENDENCY,PROVISIONAL_NOT_CERTIFIED,NOT_APPLICABLE,30,,UNAVAILABLE,,False,False,False,SKIPPED_UNCERTIFIED_FIXED_CW_SOURCE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,FIXED_CW_CARRY_IN,8,8,CANDIDATE_FOUND,NOT_APPLICABLE_DEPENDENCY,PROVISIONAL_NOT_CERTIFIED,NOT_APPLICABLE,62,,UNAVAILABLE,,False,False,False,SKIPPED_UNCERTIFIED_FIXED_CW_SOURCE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,FIXED_CW_CARRY_IN,9,9,NO_CANDIDATE,NOT_APPLICABLE_DEPENDENCY,NOT_CERTIFIED,NOT_APPLICABLE,,,UNAVAILABLE,,False,False,False,SKIPPED_UNCERTIFIED_FIXED_CW_SOURCE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,RECURSIVE_CARRY_IN,0,0,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,5,5,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,RECURSIVE_CARRY_IN,1,1,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,5,5,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,RECURSIVE_CARRY_IN,2,2,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,17,17,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,RECURSIVE_CARRY_IN,3,3,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,5,5,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,RECURSIVE_CARRY_IN,4,4,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,53,53,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,RECURSIVE_CARRY_IN,5,5,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,20,20,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,RECURSIVE_CARRY_IN,6,6,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,32,32,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,RECURSIVE_CARRY_IN,7,7,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,30,30,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,RECURSIVE_CARRY_IN,8,8,CANDIDATE_FOUND,CANDIDATE_FOUND,PROVISIONAL_NOT_CERTIFIED,PROVISIONAL_NOT_CERTIFIED,62,62,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,506891d1344fa94834843cfbbb32e95b8b91f650453800f6563edf816bbe153f,2/5,21473099401200000281/200000000000000000000,v93-5ae59c98f2-t00001-79e06ae2e5a4,RECURSIVE_CARRY_IN,9,9,NO_CANDIDATE,NO_CANDIDATE,NOT_CERTIFIED,NOT_CERTIFIED,,,NO_COMMON_CANDIDATE,,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,DEADLINE_CARRY_IN,0,0,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,4,4,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,DEADLINE_CARRY_IN,1,1,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,18,18,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,DEADLINE_CARRY_IN,2,2,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,6,6,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,DEADLINE_CARRY_IN,3,3,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,14,14,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,DEADLINE_CARRY_IN,4,4,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,6,6,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,DEADLINE_CARRY_IN,5,5,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,17,17,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,DEADLINE_CARRY_IN,6,6,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,13,13,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,DEADLINE_CARRY_IN,7,7,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,23,23,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,DEADLINE_CARRY_IN,8,8,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,24,24,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,DEADLINE_CARRY_IN,9,9,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,22,22,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,FIXED_CW_CARRY_IN,0,0,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,4,4,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,FIXED_CW_CARRY_IN,1,1,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,18,18,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,FIXED_CW_CARRY_IN,2,2,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,6,6,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,FIXED_CW_CARRY_IN,3,3,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,14,14,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,FIXED_CW_CARRY_IN,4,4,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,6,6,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,FIXED_CW_CARRY_IN,5,5,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,17,17,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,FIXED_CW_CARRY_IN,6,6,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,13,13,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,FIXED_CW_CARRY_IN,7,7,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,22,22,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,FIXED_CW_CARRY_IN,8,8,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,23,23,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,FIXED_CW_CARRY_IN,9,9,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,21,21,EQUAL,0,False,False,False,TRACED_COMPLETE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,RECURSIVE_CARRY_IN,0,0,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,4,4,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,RECURSIVE_CARRY_IN,1,1,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,18,18,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,RECURSIVE_CARRY_IN,2,2,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,6,6,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,RECURSIVE_CARRY_IN,3,3,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,14,14,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,RECURSIVE_CARRY_IN,4,4,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,6,6,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,RECURSIVE_CARRY_IN,5,5,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,17,17,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,RECURSIVE_CARRY_IN,6,6,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,13,13,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,RECURSIVE_CARRY_IN,7,7,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,22,22,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,RECURSIVE_CARRY_IN,8,8,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,23,23,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
B,79e346429e97862e2fc551460aba56a6765c1e421544f98ab074a013da9d9214,1/5,1,v93-21471487b7-t00001-5f2d8a968c46,RECURSIVE_CARRY_IN,9,9,CANDIDATE_FOUND,CANDIDATE_FOUND,CERTIFIED,CERTIFIED,21,21,EQUAL,0,False,False,False,NOT_APPLICABLE_RECURSIVE,0,0
